;; @T(#) @T(#)
;;
;; GENERATE_EDE_TEMPLATES version 2.35 (June 3, 1999)
;; PREPROCESS_1949_DATABASE version 2.3 (June 3, 1999)
;;
;;
;;
;; Point pair table: pptable1
;;
pptable1
	DBL 157.000000000000	DBL 283.211749999800
	DBL 173.000000000000	DBL 277.561566666462
	DBL 195.000000000000	DBL 269.458611110900
	DBL 210.000000000000	DBL 263.419444444229
	DBL 227.000000000000	DBL 255.583505555334
	DBL 255.000000000000	DBL 239.853472221988
	END
;;
;;
;; Point pair table: pptable137
;;
pptable137
	DBL 0.00000000000000	DBL 30.2055555551532
	DBL 21.0000000000000	DBL 131.311211110790
	DBL 49.0000000000000	DBL 267.637527777565
	DBL 81.0000000000000	DBL 433.476066666587
	DBL 255.000000000000	DBL 1387.23166666735
	END
;;
;;
;; Point pair table: pptable138
;;
pptable138
	DBL 0.00000000000000	DBL 460.666666666609
	DBL 27.0000000000000	DBL 401.664316666561
	DBL 36.0000000000000	DBL 388.170288888773
	DBL 44.0000000000000	DBL 378.875599999877
	DBL 55.0000000000000	DBL 368.535777777646
	DBL 70.0000000000000	DBL 357.185666666526
	DBL 90.0000000000000	DBL 344.860888888738
	DBL 118.000000000000	DBL 330.337877777616
	DBL 175.000000000000	DBL 302.959583333149
	DBL 195.000000000000	DBL 291.846499999807
	DBL 210.000000000000	DBL 281.659777777577
	DBL 219.000000000000	DBL 273.986788888682
	DBL 226.000000000000	DBL 266.448499999787
	DBL 231.000000000000	DBL 259.496861110892
	DBL 235.000000000000	DBL 252.152027777553
	DBL 255.000000000000	DBL 193.276333333061
	END
;;
;;
;; Point pair table: pptable142
;;
pptable142
	DBL 0.00000000000000	DBL 405.490000000000
	DBL 15.0000000000000	DBL 352.994200000000
	DBL 21.0000000000000	DBL 340.662610000000
	DBL 28.0000000000000	DBL 330.397320000000
	DBL 37.0000000000000	DBL 320.594430000000
	DBL 49.0000000000000	DBL 310.683730000000
	DBL 65.0000000000000	DBL 300.496140000000
	DBL 89.0000000000000	DBL 288.419020000000
	DBL 163.000000000000	DBL 257.502300000000
	DBL 181.000000000000	DBL 248.678190000000
	DBL 194.000000000000	DBL 240.832340000000
	DBL 203.000000000000	DBL 233.906090000000
	DBL 209.000000000000	DBL 227.943290000000
	DBL 214.000000000000	DBL 221.369960000000
	DBL 218.000000000000	DBL 213.907060000000
	DBL 255.000000000000	DBL 106.225850000000
	END
;;
;;
;; Point pair table: pptable167
;;
pptable167
	DBL 0.00000000000000	DBL 288.616666666471
	DBL 65.0000000000000	DBL 289.313249999805
	DBL 126.000000000000	DBL 289.970511110917
	DBL 187.000000000000	DBL 290.637622222028
	DBL 248.000000000000	DBL 291.304488888695
	DBL 309.000000000000	DBL 291.977683333140
	DBL 370.000000000000	DBL 292.654722222030
	DBL 431.000000000000	DBL 293.340799999808
	DBL 492.000000000000	DBL 294.031377777586
	DBL 554.000000000000	DBL 294.747577777587
	DBL 622.000000000000	DBL 295.533222222032
	DBL 693.000000000000	DBL 296.370966666477
	DBL 765.000000000000	DBL 297.227694444256
	DBL 838.000000000000	DBL 298.113977777590
	DBL 912.000000000000	DBL 299.027244444257
	DBL 990.000000000000	DBL 300.002444444258
	DBL 1023.00000000000	DBL 300.005555555369
	END
;;
;;
;; Point pair table: pptable168
;;
pptable168
	DBL 0.00000000000000	DBL 256.794444444223
	DBL 65.0000000000000	DBL 260.734166666449
	DBL 126.000000000000	DBL 264.235111110896
	DBL 187.000000000000	DBL 267.557127777565
	DBL 248.000000000000	DBL 270.730755555346
	DBL 309.000000000000	DBL 273.768099999793
	DBL 370.000000000000	DBL 276.688811110906
	DBL 431.000000000000	DBL 279.521388888686
	DBL 492.000000000000	DBL 282.274705555355
	DBL 554.000000000000	DBL 285.018777777579
	DBL 622.000000000000	DBL 287.991155555359
	DBL 693.000000000000	DBL 291.077955555362
	DBL 765.000000000000	DBL 294.223305555364
	DBL 838.000000000000	DBL 297.459744444256
	DBL 912.000000000000	DBL 300.823777777592
	DBL 1023.00000000000	DBL 306.068677777596
	END
;;
;;
;; Point pair table: pptable170
;;
pptable170
	DBL 0.00000000000000	DBL 460.283333333275
	DBL 14.0000000000000	DBL 403.500577777674
	DBL 21.0000000000000	DBL 387.008994444328
	DBL 29.0000000000000	DBL 374.357922222095
	DBL 39.0000000000000	DBL 362.968616666531
	DBL 50.0000000000000	DBL 353.455277777634
	DBL 63.0000000000000	DBL 344.508622222071
	DBL 76.0000000000000	DBL 337.062066666510
	DBL 91.0000000000000	DBL 329.627688888726
	DBL 111.000000000000	DBL 320.898516666497
	DBL 174.000000000000	DBL 296.147966666477
	DBL 194.000000000000	DBL 287.555033333137
	DBL 212.000000000000	DBL 278.463577777574
	DBL 227.000000000000	DBL 268.755538888677
	DBL 238.000000000000	DBL 258.783411110892
	DBL 255.000000000000	DBL 231.266749999759
	END
;;
;;
;; Point pair table: pptable171
;;
pptable171
	DBL 0.00000000000000	DBL 374.833333333207
	DBL 28.0000000000000	DBL 330.842222222060
	DBL 38.0000000000000	DBL 320.243222222052
	DBL 46.0000000000000	DBL 313.644444444269
	DBL 54.0000000000000	DBL 308.074266666487
	DBL 64.0000000000000	DBL 302.093244444260
	DBL 76.0000000000000	DBL 295.900288888699
	DBL 91.0000000000000	DBL 289.133755555360
	DBL 110.000000000000	DBL 281.534611110910
	DBL 172.000000000000	DBL 258.960044444225
	DBL 190.000000000000	DBL 251.741277777553
	DBL 203.000000000000	DBL 245.799633333103
	DBL 214.000000000000	DBL 239.921044444210
	DBL 223.000000000000	DBL 234.089922221983
	DBL 232.000000000000	DBL 226.536355555310
	DBL 255.000000000000	DBL 197.877527777510
	END
;;
;;
;; Point pair table: pptable173
;;
pptable173
	DBL 0.00000000000000	DBL 474.927777777731
	DBL 10.0000000000000	DBL 410.588888888791
	DBL 15.0000000000000	DBL 393.766666666555
	DBL 20.0000000000000	DBL 382.611111110991
	DBL 25.0000000000000	DBL 374.344444444317
	DBL 35.0000000000000	DBL 362.511111110975
	DBL 45.0000000000000	DBL 354.119444444301
	DBL 55.0000000000000	DBL 347.677777777629
	DBL 65.0000000000000	DBL 342.480555555403
	DBL 85.0000000000000	DBL 334.436111110952
	DBL 105.000000000000	DBL 328.316666666503
	DBL 125.000000000000	DBL 323.394444444277
	DBL 145.000000000000	DBL 319.327777777607
	DBL 165.000000000000	DBL 315.911111110937
	DBL 195.000000000000	DBL 311.472222222045
	DBL 255.000000000000	DBL 304.780555555373
	END
;;
;;
;; Point pair table: pptable172
;;
pptable172
	DBL 0.00000000000000	DBL 429.494444444362
	DBL 15.0000000000000	DBL 379.869444444322
	DBL 25.0000000000000	DBL 359.430555555417
	DBL 35.0000000000000	DBL 346.705555555406
	DBL 45.0000000000000	DBL 337.463888888732
	DBL 55.0000000000000	DBL 330.205555555393
	DBL 65.0000000000000	DBL 324.166666666500
	DBL 75.0000000000000	DBL 319.005555555384
	DBL 85.0000000000000	DBL 314.455555555381
	DBL 95.0000000000000	DBL 310.433333333155
	DBL 105.000000000000	DBL 306.711111110930
	DBL 115.000000000000	DBL 303.302777777594
	DBL 135.000000000000	DBL 297.094444444256
	DBL 155.000000000000	DBL 291.488888888696
	DBL 175.000000000000	DBL 286.327777777580
	DBL 255.000000000000	DBL 266.944388888676
	END
